Product_id,Product_Position,Promotion,Product Category,Seasonal,Sales_volume,sku,name,description,price,currency,scraped_at,terms,section
185102,Aisle,No,Clothing,No,2823,272145190-250-2,BASIC PUFFER JACKET,Puffer jacket made of tear-resistant ripstop fabric. High collar and adjustable long sleeves with adhesive straps. Welt pockets at hip. Adjustable hem with side elastics. Front zip closure.,19.99,USD,2/19/2024 8:50,jackets,MAN
188771,Aisle,No,Clothing,No,654,324052738-800-46,TUXEDO JACKET,Straight fit blazer. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Central back vent at hem. Front button closure.,169,USD,2/19/2024 8:50,jackets,MAN
180176,End-cap,Yes,Clothing,Yes,2220,335342680-800-44,SLIM FIT SUIT JACKET,Slim fit jacket. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,129,USD,2/19/2024 8:50,jackets,MAN
112917,Aisle,Yes,Clothing,Yes,1568,328303236-420-44,STRETCH SUIT JACKET,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,129,USD,2/19/2024 8:50,jackets,MAN
192936,End-cap,No,Clothing,Yes,2942,312368260-800-2,DOUBLE FACED JACKET,Jacket made of faux leather faux shearling with fleece interior. Tabbed lapel collar. Long sleeves. Zip pockets at hip. Front zip closure.,139,USD,2/19/2024 8:50,jackets,MAN
117590,End-cap,No,Clothing,No,2968,320298385-807-2,CONTRASTING COLLAR JACKET,Relaxed fit jacket. Contrasting lapel collar and long sleeves with buttoned cuffs. Front pouch pockets. Interior pocket. Washed effect. Front zip closure.,79.9,USD,2/19/2024 8:50,jackets,MAN
189118,Front of Store,Yes,Clothing,Yes,952,278112470-800-2,FAUX LEATHER PUFFER JACKET,Faux leather puffer jacket. High collar and long sleeves with ribbed interior cuffs. Welt pockets at hip. Interior pocket. Adjustable hem with side elastics. Front zip closure.,69.99,USD,2/19/2024 8:50,jackets,MAN
182157,Aisle,No,Clothing,No,2421,322972485-431-46,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,159,USD,2/19/2024 8:50,jackets,MAN
141861,Aisle,Yes,Clothing,Yes,1916,313854165-401-46,100% WOOL SUIT JACKET,Jacket made of Italian wool. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,169,USD,2/19/2024 8:50,jackets,MAN
137121,Aisle,No,Clothing,Yes,656,312372602-800-2,100% FEATHER FILL PUFFER JACKET,Puffer jacket made of shiny finish technical fabric. Fill is a blend of 80% down and 20% feathers. High collar with adjustable hood and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip closure.,169,USD,2/19/2024 8:50,jackets,MAN
113143,Aisle,Yes,Clothing,Yes,2663,316207900-710-2,HERRINGBONE TEXTURED JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front zip closure.,129,USD,2/19/2024 8:50,jackets,MAN
140028,Aisle,Yes,Clothing,Yes,1260,329186122-800-2,OVERSIZED CROPPED JACKET LIMITED EDITION,Oversized cropped jacket. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at waist ad interior pocket. Front button closure.,159,USD,2/19/2024 8:50,jackets,MAN
134693,Aisle,Yes,Clothing,No,2124,311297791-800-2,LEATHER BIKER JACKET,Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.,169,USD,2/19/2024 8:50,jackets,MAN
151396,Front of Store,Yes,Clothing,Yes,729,323134418-800-3,CROPPED LEATHER JACKET,Leather jacket. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,439,USD,2/19/2024 8:50,jackets,MAN
132889,Aisle,Yes,Clothing,Yes,2265,311297555-706-2,FAUX LEATHER BOXY FIT JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,99.9,USD,2/19/2024 8:50,jackets,MAN
152174,End-cap,No,Clothing,No,2226,317012940-800-2,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.,99.9,USD,2/19/2024 8:50,jackets,MAN
129906,Aisle,No,Clothing,No,2089,311292672-800-2,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.,69.9,USD,2/19/2024 8:50,jackets,MAN
195879,Front of Store,Yes,Clothing,Yes,2339,321496837-400-3,DENIM BOMBER JACKET,Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.,129,USD,2/19/2024 8:50,jackets,MAN
155050,Aisle,No,Clothing,Yes,2321,316205038-615-2,BOUCLГ‰ TEXTURED JACKET,Cropped jacket made with wool blend fabric. High collar and long sleeves with elastic cuffs. Front patch pockets with flaps. Elastic hem. Front snap button closure.,129,USD,2/19/2024 8:50,jackets,MAN
194410,End-cap,No,Clothing,No,669,322972473-052-46,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Back vents. Front button closure.,159,USD,2/19/2024 8:50,jackets,MAN
141904,End-cap,Yes,Clothing,Yes,1712,313845662-400-3,JACQUARD DENIM JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.,109,USD,2/19/2024 8:50,jackets,MAN
124981,Front of Store,No,Clothing,Yes,1832,320264577-800-2,PADDED DENIM JACKET,Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
161909,Aisle,Yes,Clothing,No,1290,315529534-705-3,LEATHER JACKET,Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.,299,USD,2/19/2024 8:50,jackets,MAN
129152,End-cap,No,Clothing,No,2356,320423517-800-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,USD,2/19/2024 8:50,jackets,MAN
183243,Front of Store,Yes,Clothing,No,1524,328250627-251-46,SUIT JACKET,Straight fit jacket made of dense stretch fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,169,USD,2/19/2024 8:50,jackets,MAN
198248,Front of Store,Yes,Clothing,No,1644,311309526-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,69.9,USD,2/19/2024 8:50,jackets,MAN
191230,End-cap,No,Clothing,No,966,311287528-811-2,PATCH BOMBER JACKET,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliquГ©s and embroidery. Rib trim. Front snap button closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
187234,Front of Store,Yes,Clothing,Yes,2575,342657802-914-2,STRETCH POCKET OVERSHIRT,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,59.9,USD,2/19/2024 8:50,jackets,MAN
148888,Front of Store,No,Clothing,No,2774,316207898-712-2,RIB COLLAR JACKET,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,109,USD,2/19/2024 8:50,jackets,MAN
110805,Front of Store,Yes,Clothing,No,2477,321496761-800-2,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,159,USD,2/19/2024 8:50,jackets,MAN
179801,Front of Store,No,Clothing,Yes,2608,311307255-800-2,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliquГ© and contrast front and back patches. Rib trim. Front snap button closure.,129,USD,2/19/2024 8:50,jackets,MAN
134927,Aisle,Yes,Clothing,Yes,2252,317129011-500-2,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliquГ©s at front and back. Rib trim. Front snap button closure.,129,USD,2/19/2024 8:50,jackets,MAN
123150,End-cap,Yes,Clothing,No,2074,330274270-800-2,CROPPED BOMBER JACKET LIMITED EDITION,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,129,USD,2/19/2024 8:50,jackets,MAN
159145,End-cap,Yes,Clothing,No,2579,311297855-800-2,FAUX LEATHER PUFFER JACKET,Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.,109,USD,2/19/2024 8:50,jackets,MAN
172364,Aisle,Yes,Clothing,No,2931,317782474-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,109,USD,2/19/2024 8:50,jackets,MAN
178281,End-cap,No,Clothing,Yes,1145,315758723-401-2,BOMBER JACKET,Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.,109,USD,2/19/2024 8:50,jackets,MAN
194339,End-cap,No,Clothing,No,1792,311302863-800-2,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
174412,Aisle,No,Clothing,Yes,1796,311282759-806-2,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,69.9,USD,2/19/2024 8:50,jackets,MAN
114877,Aisle,No,Clothing,No,1860,323134415-700-3,SUEDE JACKET,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,349,USD,2/19/2024 8:50,jackets,MAN
140727,End-cap,Yes,Clothing,Yes,1002,312372582-526-2,CONTRASTING COLLAR JACKET,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,79.9,USD,2/19/2024 8:50,jackets,MAN
133109,Front of Store,No,Clothing,Yes,2063,321143726-712-2,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,79.9,USD,2/19/2024 8:50,jackets,MAN
127296,Aisle,No,Clothing,No,1165,320220949-507-2,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
133757,Aisle,Yes,Clothing,No,2071,312664937-514-2,POCKET PUFFER JACKET,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,129,USD,2/19/2024 8:50,jackets,MAN
111760,End-cap,No,Clothing,No,1474,321143723-401-2,TECHNICAL JACKET WITH POCKETS,Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.,109,USD,2/19/2024 8:50,jackets,MAN
198375,End-cap,No,Clothing,No,2202,311297763-800-2,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,69.9,USD,2/19/2024 8:50,jackets,MAN
168837,Aisle,No,Clothing,No,665,311292194-731-2,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
138505,Front of Store,No,Clothing,No,2478,335663355-406-2,RIPPED DENIM JACKET,Denim jacket with lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed effect and rips. Front button closure.,69.9,USD,2/19/2024 8:50,jackets,MAN
116228,End-cap,Yes,Clothing,No,647,312363708-800-2,TEXTURED POCKET JACKET,Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
167592,Front of Store,Yes,Clothing,No,707,312320664-251-2,FAUX SUEDE PATCH JACKET,Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliquГ©s and embroidery. Rib trim. Front snap button closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
133100,End-cap,Yes,Clothing,No,2729,311302445-445-97,PUFFER JACKET WITH POUCH POCKET,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,89.9,USD,2/19/2024 8:50,jackets,MAN
119955,Front of Store,No,Clothing,No,1590,323216370-422-97,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
189349,End-cap,Yes,Clothing,No,1245,317107014-707-2,TEXTURED WEAVE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
127478,Front of Store,No,Clothing,Yes,2498,328594167-800-46,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,129,USD,2/19/2024 8:50,jackets,MAN
180661,Front of Store,No,Clothing,Yes,1041,311309598-711-2,HOODED QUILTED JACKET,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,129,USD,2/19/2024 8:50,jackets,MAN
186681,End-cap,No,Clothing,Yes,1717,267133943-711-2,LIGHTWEIGHT PUFFER JACKET,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,19.99,USD,2/19/2024 8:50,jackets,MAN
133183,Front of Store,Yes,Clothing,Yes,2859,318265017-401-2,COTTON BLEND BOMBER JACKET,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
173508,Aisle,Yes,Clothing,No,1658,322410604-401-2,POCKET JACKET,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,129,USD,2/19/2024 8:50,jackets,MAN
187930,End-cap,No,Clothing,Yes,706,324149982-982-2,OVERSIZED BOMBER JACKET,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
124088,End-cap,Yes,Clothing,Yes,2065,320531693-707-2,EMBROIDERED PATCH JACKET,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliquГ©s with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,79.9,USD,2/19/2024 8:50,jackets,MAN
190238,Front of Store,No,Clothing,Yes,1917,328279967-409-3,ACID WASH DENIM JACKET,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
151925,End-cap,Yes,Clothing,Yes,2179,320774184-800-97,VINTAGE EFFECT LEATHER BOMBER JACKET,,299,USD,2/19/2024 8:50,jackets,MAN
163234,Front of Store,No,Clothing,No,1633,322972491-800-2,TEXTURED DENIM JACKET LIMITED EDITION,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
135610,Aisle,Yes,Clothing,Yes,1513,321501682-800-2,WOOL BLEND JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109,USD,2/19/2024 8:50,jackets,MAN
117065,Aisle,Yes,Clothing,Yes,758,328616906-712-2,COTTON - LINEN BLEND JACKET,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,109,USD,2/19/2024 8:50,jackets,MAN
149315,End-cap,Yes,Clothing,No,718,311292541-802-2,FLEECE BOMBER JACKET,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109,USD,2/19/2024 8:50,jackets,MAN
149510,Aisle,No,Clothing,Yes,1412,319205114-807-2,ZIPPERED JACKET,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,59.9,USD,2/19/2024 8:50,jackets,MAN
137990,Aisle,No,Clothing,No,2929,276213846-500-2,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,29.99,USD,2/19/2024 8:50,jackets,MAN
154016,End-cap,Yes,Clothing,Yes,2366,328244979-064-48,WOOL BLEND TEXTURED JACKET,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,189,USD,2/19/2024 8:50,jackets,MAN
117751,Aisle,No,Clothing,No,2749,323050745-798-97,CONTRAST JACQUARD JACKET,Full cut jacket with lapel collar and long sleeves. Front button closure.,89.9,USD,2/19/2024 8:50,jackets,MAN
182362,Front of Store,No,Clothing,No,2019,319166635-401-2,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,69.9,USD,2/19/2024 8:50,jackets,MAN
117725,Aisle,No,Clothing,Yes,1506,311297489-800-2,CONTRASTING PATCHES HOODED JACKET,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliquГ© and contrast front and back patches. Rib trim. Front snap button closure.,109,USD,2/19/2024 8:50,jackets,MAN
145289,End-cap,No,Clothing,No,1012,311292073-709-2,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,109,USD,2/19/2024 8:50,jackets,MAN
173576,End-cap,Yes,Clothing,No,1838,336378923-700-2,,,129,USD,2/19/2024 8:50,jackets,MAN
175059,Aisle,Yes,Clothing,No,2170,311292572-401-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,USD,2/19/2024 8:50,jackets,MAN
199368,Front of Store,No,Clothing,Yes,1061,336821611-706-2,WOOL BLEND JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.,139,USD,2/19/2024 8:50,jackets,MAN
